n.id,n.name,synonym,synonym w/o disease,status
MESH:C537394,Neuronal intestinal pseudoobstruction,Intestinal pseudoobstruction due to neuronal disease,Intestinal pseudoobstruction due to neuronal,remove
MESH:D020765,Intracranial Arterial Diseases,Intracranial Arterial Disease,Intracranial Arterial,remove
MESH:D002561,Cerebrovascular Disorders,Intracranial Vascular Disease,Intracranial Vascular,remove
MESH:D007499,Iris Diseases,Iris Disease,Iris,remove
MESH:D017202,Myocardial Ischemia,Ischemic Heart Disease,Ischemic Heart,
MESH:C536330,Polycystic liver disease,Isolated autosomal dominant polycystic liver disease,Isolated autosomal dominant polycystic liver,
MESH:C536330,Polycystic liver disease,Isolated polycystic liver disease,Isolated polycystic liver,
MESH:D005357,Fibrous Dysplasia of Bone,Jaffe Lichtenstein Disease,Jaffe Lichtenstein,
MESH:D005357,Fibrous Dysplasia of Bone,Jaffe-Lichtenstein Disease,Jaffe-Lichtenstein,
MESH:D007562,Creutzfeldt-Jakob Syndrome,Jakob Creutzfeldt Disease,Jakob Creutzfeldt,
MESH:D007562,Creutzfeldt-Jakob Syndrome,Jakob-Creutzfeldt Disease,Jakob-Creutzfeldt,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Jansky Bielschowsky Disease,Jansky Bielschowsky,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Jansky-Bielschowsky Disease,Jansky-Bielschowsky,
MESH:D007571,Jaw Diseases,Jaw Disease,Jaw,remove
MESH:D007579,Jejunal Diseases,Jejunal Disease,Jejunal,
MESH:D010283,Paratuberculosis,Johne Disease,Johne,
MESH:D010283,Paratuberculosis,Johnes Disease,Johnes,
MESH:D010283,Paratuberculosis,Johne's Disease,Johne's,
MESH:D007592,Joint Diseases,Joint Disease,Joint,remove
MESH:D060368,Lobomycosis,Jorge Lobo Disease,Jorge Lobo,
MESH:D060368,Lobomycosis,Jorge Lobos Disease,Jorge Lobos,
MESH:D060368,Lobomycosis,Jorge Lobo's Disease,Jorge Lobo's,
MESH:D017827,Machado-Joseph Disease,Joseph Disease,Joseph,remove
MESH:D017827,Machado-Joseph Disease,Joseph Azorean Disease,Joseph Azorean,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Juvenile Batten Disease,Juvenile Batten,
MESH:D017825,Canavan Disease,Juvenile Canavan Disease,Juvenile Canavan,
MESH:D005776,Gaucher Disease,Juvenile Gaucher Disease,Juvenile Gaucher,
MESH:D006816,Huntington Disease,Juvenile Huntington Disease,Juvenile Huntington,
MESH:D007888,Leigh Disease,Juvenile Leigh Disease,Juvenile Leigh,
MESH:D006816,Huntington Disease,Juvenile Onset Huntington Disease,Juvenile Onset Huntington,
MESH:D001171,"Arthritis, Juvenile",Juvenile Onset Still Disease,Juvenile Onset Still,
MESH:D001171,"Arthritis, Juvenile",Juvenile Onset Stills Disease,Juvenile Onset Stills,
MESH:C537701,Hyperostosis corticalis deformans juvenilis,Juvenile Paget Disease,Juvenile Paget,
MESH:C537701,Hyperostosis corticalis deformans juvenilis,Juvenile Paget's Disease,Juvenile Paget's,
MESH:D020734,Parkinsonian Disorders,Juvenile Parkinson Disease,Juvenile Parkinson,
MESH:D015325,Pyruvate Dehydrogenase Complex Deficiency Disease,Juvenile Pyruvate Dehydrogenase Complex Deficiency Disease,Juvenile Pyruvate Dehydrogenase Complex Deficiency,
MESH:D012497,Sandhoff Disease,Juvenile Sandhoff Disease,Juvenile Sandhoff,
MESH:D006816,Huntington Disease,Juvenile-Onset Huntington Disease,Juvenile-Onset Huntington,
MESH:D001171,"Arthritis, Juvenile",Juvenile-Onset Still Disease,Juvenile-Onset Still,
MESH:D001171,"Arthritis, Juvenile",Juvenile-Onset Stills Disease,Juvenile-Onset Stills,
MESH:D001171,"Arthritis, Juvenile",Juvenile-Onset Still's Disease,Juvenile-Onset Still's,
MESH:D009101,Multiple Myeloma,Kahler Disease,Kahler,
MESH:C536631,"Schindler Disease, Type I",Kanzaki disease,Kanzaki,
MESH:D014983,Xeroderma Pigmentosum,Kaposi Disease,Kaposi,
MESH:D014983,Xeroderma Pigmentosum,Kaposis Disease,Kaposis,
MESH:D014983,Xeroderma Pigmentosum,Kaposi's Disease,Kaposi's,
MESH:D057767,Kashin-Beck Disease,Kashin Beck Disease,Kashin Beck,
MESH:D057767,Kashin-Beck Disease,Kashin-Beck Disease,Kashin-Beck,
MESH:D009080,Mucocutaneous Lymph Node Syndrome,Kawasaki Disease,Kawasaki,
MESH:D055534,"Bulbo-Spinal Atrophy, X-Linked",Kennedy Disease,Kennedy,
MESH:D055534,"Bulbo-Spinal Atrophy, X-Linked",Kennedy's Disease,Kennedy's,
MESH:C536166,Keshan disease,Keshan disease,Keshan,
MESH:D056267,Pagetoid Reticulosis,Ketron Goodman Disease,Ketron Goodman,
MESH:D056267,Pagetoid Reticulosis,Ketron-Goodman Disease,Ketron-Goodman,
MESH:D007674,Kidney Diseases,Kidney Disease,Kidney,remove
MESH:D010020,Osteonecrosis,Kienbock Disease,Kienbock,
MESH:D010020,Osteonecrosis,Kienbock's Disease,Kienbock's,
MESH:D010020,Osteonecrosis,Kienboeck Disease,Kienboeck,
MESH:D010020,Osteonecrosis,Kienboecks Disease,Kienboecks,
MESH:D010020,Osteonecrosis,Kienboeck's Disease,Kienboeck's,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Kikuchi Disease,Kikuchi,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Kikuchi Fujimoto Disease,Kikuchi Fujimoto,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Kikuchi Fujimoto's Disease,Kikuchi Fujimoto's,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Kikuchi-Fujimoto Disease,Kikuchi-Fujimoto,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Kikuchi-Fujimotos Disease,Kikuchi-Fujimotos,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Kikuchi-Fujimoto's Disease,Kikuchi-Fujimoto's,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Kikuchis Disease,Kikuchis,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Kikuchi's Disease,Kikuchi's,
MESH:D003928,Diabetic Nephropathies,Kimmelstiel Wilson Disease,Kimmelstiel Wilson,
MESH:D003928,Diabetic Nephropathies,Kimmelstiel-Wilson Disease,Kimmelstiel-Wilson,
MESH:D000796,Angiolymphoid Hyperplasia with Eosinophilia,Kimura Disease,Kimura,
MESH:D000082242,Kimura Disease,Kimura Disease,Kimura,
MESH:D000082242,Kimura Disease,Kimuras Disease,Kimuras,
MESH:D000082242,Kimura Disease,Kimura's Disease,Kimura's,
MESH:D007706,Menkes Kinky Hair Syndrome,Kinky Hair Disease,Kinky Hair,remove
MESH:D006527,Hepatolenticular Degeneration,Kinnier Wilson Disease,Kinnier Wilson,
MESH:D006527,Hepatolenticular Degeneration,Kinnier-Wilson Disease,Kinnier-Wilson,
MESH:D007715,Klippel-Trenaunay-Weber Syndrome,Klippel Trenaunay Disease,Klippel Trenaunay,
MESH:D007715,Klippel-Trenaunay-Weber Syndrome,Klippel-Trenaunay Disease,Klippel-Trenaunay,
MESH:D014376,Tuberculosis,Koch Disease,Koch,
MESH:C537211,Kocher-Debre-Semelaigne syndrome,Kocher Debre Semelaigne disease,Kocher Debre Semelaigne,
MESH:D014376,Tuberculosis,Kochs Disease,Kochs,
MESH:D014376,Tuberculosis,Koch's Disease,Koch's,
MESH:D055034,Osteochondrosis,Koehler Disease,Koehler,
MESH:D055034,Osteochondrosis,Koehlers Disease,Koehlers,
MESH:D055034,Osteochondrosis,Koehler's Disease,Koehler's,
MESH:C535636,Freiberg's disease,Kohler's second disease,Kohler's second,
MESH:D054853,Malignant Atrophic Papulosis,Kohlmeier-Degos Disease,Kohlmeier-Degos,
MESH:C538136,Hyperexplexia hereditary,Kok disease,Kok,
MESH:C536616,Satoyoshi syndrome,Komuragaeri Disease,Komuragaeri,
MESH:D055956,Diffuse Neurofibrillary Tangles with Calcification,Kosaka Shibayama Disease,Kosaka Shibayama,
MESH:D055956,Diffuse Neurofibrillary Tangles with Calcification,Kosaka-Shibayama Disease,Kosaka-Shibayama,
MESH:C537592,"Neutropenia, Severe Congenital, Autosomal Recessive 3",Kostmann disease,Kostmann,
MESH:D007965,"Leukodystrophy, Globoid Cell",Krabbe Disease,Krabbe,
MESH:D007965,"Leukodystrophy, Globoid Cell",Krabbes Disease,Krabbes,
MESH:D007965,"Leukodystrophy, Globoid Cell",Krabbe's Disease,Krabbe's,
MESH:C535273,"Presenile dementia, Kraepelin type",Kraepelin disease,Kraepelin,
MESH:C537372,Multi-centric Castleman's Disease,KSHV Muticentric Castleman Disease,KSHV Muticentric Castleman,
MESH:C537372,Multi-centric Castleman's Disease,KSHV-Associated Multicentric Castleman Disease,KSHV-Associated Multicentric Castleman,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Kuf Disease,Kuf,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Kufs Disease,Kufs,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Kuf's Disease,Kuf's,
MESH:D014897,Spinal Muscular Atrophies of Childhood,Kugelberg Welander Disease,Kugelberg Welander,
MESH:D014897,Spinal Muscular Atrophies of Childhood,Kugelberg-Welander Disease,Kugelberg-Welander,
MESH:C538124,Kuskokwim disease,Kuskokwim disease,Kuskokwim,
MESH:D007733,Kyasanur Forest Disease,Kyasanur Forest Disease,Kyasanur Forest,
MESH:C538130,Kyrle disease,Kyrle disease,Kyrle,
MESH:C538130,Kyrle disease,Kyrle's disease,Kyrle's,
MESH:D003699,Hepatitis D,Labrea Disease,Labrea,
MESH:D007759,Labyrinth Diseases,Labyrinth Disease,Labyrinth,
MESH:D060368,Lobomycosis,Lacaziosis like Disease,Lacaziosis like,remove
MESH:D060368,Lobomycosis,Lacaziosis-like Disease,Lacaziosis-like,remove
MESH:D007766,Lacrimal Apparatus Diseases,Lacrimal Apparatus Disease,Lacrimal Apparatus,
MESH:D020192,Lafora Disease,Lafora Disease,Lafora,remove
MESH:D020192,Lafora Disease,Lafora Body Disease,Lafora Body,remove
MESH:D007818,Laryngeal Diseases,Laryngeal Disease,Laryngeal,remove
MESH:D007818,Laryngeal Diseases,Larynx Disease,Larynx,remove
MESH:D000067562,Late Onset Disorders,Late Onset Disease,Late Onset,remove
MESH:D000544,Alzheimer Disease,Late Onset Alzheimer Disease,Late Onset Alzheimer,
MESH:C536595,Alzheimer disease type 2,Late onset familial Alzheimer disease,Late onset familial Alzheimer,
MESH:D006816,Huntington Disease,Late Onset Huntington Disease,Late Onset Huntington,
MESH:D020192,Lafora Disease,Late Onset Lafora Body Disease,Late Onset Lafora Body,
MESH:D006816,Huntington Disease,Late-Onset Huntington Disease,Late-Onset Huntington,
MESH:D029242,"Optic Atrophy, Hereditary, Leber",Leber Disease,Leber,
MESH:D029242,"Optic Atrophy, Hereditary, Leber",Lebers Disease,Lebers,
MESH:D029242,"Optic Atrophy, Hereditary, Leber",Leber's Disease,Leber's,
MESH:D000071380,"Fibromatosis, Plantar",Ledderhose Disease,Ledderhose,
MESH:D000071380,"Fibromatosis, Plantar",Ledderhose's Disease,Ledderhose's,
MESH:D003324,Coronary Artery Disease,Left Main Disease,Left Main,remove
MESH:D003324,Coronary Artery Disease,Left Main Coronary Disease,Left Main Coronary,remove
MESH:D003324,Coronary Artery Disease,Left Main Coronary Artery Disease,Left Main Coronary Artery,remove
MESH:D007873,Legg-Calve-Perthes Disease,Legg Calve Perthes Disease,Legg Calve Perthes,
MESH:D007873,Legg-Calve-Perthes Disease,Legg Calvé Perthes Disease,Legg Calvé Perthes,
MESH:D007873,Legg-Calve-Perthes Disease,Legg Perthes Disease,Legg Perthes,
MESH:D007873,Legg-Calve-Perthes Disease,Legg-Calve-Perthes Disease,Legg-Calve-Perthes,
MESH:D007873,Legg-Calve-Perthes Disease,Legg-Calvé-Perthes Disease,Legg-Calvé-Perthes,
MESH:D007873,Legg-Calve-Perthes Disease,Legg-Perthes Disease,Legg-Perthes,
MESH:D007877,Legionnaires' Disease,Legionnaire Disease,Legionnaire,
MESH:D007877,Legionnaires' Disease,Legionnaires Disease,Legionnaires,
MESH:D007877,Legionnaires' Disease,Legionnaires' Disease,Legionnaires',
MESH:D007877,Legionnaires' Disease,Legionnaire's Disease,Legionnaire's,
MESH:D007888,Leigh Disease,Leigh Disease,Leigh,
MESH:D007888,Leigh Disease,Leighs Disease,Leighs,
MESH:D007888,Leigh Disease,Leigh's Disease,Leigh's,
MESH:C537005,Complement component 5 deficiency,Leiner disease,Leiner,
MESH:D057831,Lemierre Syndrome,Lemierre Disease,Lemierre,
MESH:D057831,Lemierre Syndrome,Lemierres Disease,Lemierres,
MESH:D057831,Lemierre Syndrome,Lemierre's Disease,Lemierre's,
MESH:C566873,Hereditary bundle branch system defect,Lenegre Lev disease,Lenegre Lev,
MESH:C566873,Hereditary bundle branch system defect,Lenegre-Lev Disease,Lenegre-Lev,
MESH:D007905,Lens Diseases,Lens Disease,Lens,remove
MESH:D020144,Basal Ganglia Cerebrovascular Disease,Lenticulostriate Vascular Disease,Lenticulostriate Vascular,remove
MESH:D007926,Lesch-Nyhan Syndrome,Lesch Nyhan Disease,Lesch Nyhan,
MESH:D007926,Lesch-Nyhan Syndrome,Lesch-Nyhan Disease,Lesch-Nyhan,
MESH:C567502,Lethal Arthrogryposis With Anterior Horn Cell Disease,Lethal Arthrogryposis With Anterior Horn Cell Disease,Lethal Arthrogryposis With Anterior Horn Cell,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Letterer Siwe Disease,Letterer Siwe,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Letterer-Siwe Disease,Letterer-Siwe,
MESH:D004819,Epidermodysplasia Verruciformis,Lewandowsky Lutz Disease,Lewandowsky Lutz,
MESH:D004819,Epidermodysplasia Verruciformis,Lewandowsky-Lutz Disease,Lewandowsky-Lutz,
MESH:D020961,Lewy Body Disease,Lewy Body Disease,Lewy Body,remove
MESH:D010300,Parkinson Disease,Lewy Body Parkinson Disease,Lewy Body Parkinson,
MESH:D010300,Parkinson Disease,Lewy Body Parkinson's Disease,Lewy Body Parkinson's,
MESH:C565078,Lewy Body Variant of Alzheimer Disease,Lewy Body Variant of Alzheimer Disease,Lewy Body Variant of Alzheimer,
MESH:D006223,"Hamartoma Syndrome, Multiple",Lhermitte Duclos Disease,Lhermitte Duclos,
MESH:D006223,"Hamartoma Syndrome, Multiple",Lhermitte-Duclos Disease,Lhermitte-Duclos,
MESH:D008180,"Lupus Erythematosus, Systemic",Libman Sacks Disease,Libman Sacks,
MESH:D008180,"Lupus Erythematosus, Systemic",Libman-Sacks Disease,Libman-Sacks,
MESH:D006623,von Hippel-Lindau Disease,Lindau Disease,Lindau,
MESH:D006623,von Hippel-Lindau Disease,Lindaus Disease,Lindaus,
MESH:D006623,von Hippel-Lindau Disease,Lindau's Disease,Lindau's,
MESH:D008047,Lip Diseases,Lip Disease,Lip,remove
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Lipofuscin Storage Disease,Lipofuscin Storage,remove
MESH:D002547,Cerebral Palsy,Little Disease,Little,remove
MESH:D002547,Cerebral Palsy,Little's Disease,Little's,
MESH:D008107,Liver Diseases,Liver Disease,Liver,remove
MESH:D000083083,Laminopathies,LMNA-Associated Disease,LMNA-Associated,remove
MESH:D000083083,Laminopathies,LMNA-Linked Disease,LMNA-Linked,remove
MESH:D060368,Lobomycosis,Lobomycosis like Disease,Lobomycosis like,remove
MESH:D060368,Lobomycosis,Lobomycosis-like Disease,Lobomycosis-like,remove
MESH:D010013,Osteogenesis Imperfecta,Lobstein Disease,Lobstein,
MESH:D010013,Osteogenesis Imperfecta,Lobsteins Disease,Lobsteins,
MESH:D010013,Osteogenesis Imperfecta,Lobstein's Disease,Lobstein's,
MESH:D000690,Amyotrophic Lateral Sclerosis,Lou Gehrig Disease,Lou Gehrig,
MESH:D000690,Amyotrophic Lateral Sclerosis,Lou Gehrig's Disease,Lou Gehrig's,
MESH:D000690,Amyotrophic Lateral Sclerosis,Lou-Gehrigs Disease,Lou-Gehrigs,
MESH:D009800,Oculocerebrorenal Syndrome,Lowe Disease,Lowe,
MESH:D016472,Motor Neuron Disease,Lower Motor Neuron Disease,Lower Motor Neuron,
MESH:C563476,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia,Lower Motor Neuron Degeneration With Paget-Like Bone Disease,Lower Motor Neuron Degeneration With Paget-Like Bone,
MESH:D017240,Mitochondrial Myopathies,Luft Disease,Luft,
MESH:D017240,Mitochondrial Myopathies,Lufts Disease,Lufts,
MESH:D017240,Mitochondrial Myopathies,Luft's Disease,Luft's,
MESH:C535531,Intervertebral disc disease,Lumbar Disc Disease,Lumbar Disc,remove
MESH:D008166,Lumpy Skin Disease,Lumpy Skin Disease,Lumpy Skin,remove
MESH:D008171,Lung Diseases,Lung Disease,Lung,remove
MESH:D004819,Epidermodysplasia Verruciformis,Lutz Lewandowsky Disease,Lutz Lewandowsky,
MESH:D004819,Epidermodysplasia Verruciformis,Lutz-Lewandowsky Disease,Lutz-Lewandowsky,
MESH:D008193,Lyme Disease,Lyme Disease,Lyme,
MESH:D008206,Lymphatic Diseases,Lymphatic Disease,Lymphatic,remove
MESH:D020167,Hyperlysinemias,Lysine Alpha Ketoglutarate Reductase Deficiency Disease,Lysine Alpha Ketoglutarate Reductase Deficiency,
MESH:D020167,Hyperlysinemias,Lysine Alpha-Ketoglutarate Reductase Deficiency Disease,Lysine Alpha-Ketoglutarate Reductase Deficiency,
MESH:D016464,Lysosomal Storage Diseases,Lysosomal Storage Disease,Lysosomal Storage,remove
MESH:D017827,Machado-Joseph Disease,Machado Joseph Disease,Machado Joseph,
MESH:D017827,Machado-Joseph Disease,Machado Joseph Azorean Disease,Machado Joseph Azorean,
MESH:D017827,Machado-Joseph Disease,Machado-Joseph Disease,Machado-Joseph,
MESH:D017827,Machado-Joseph Disease,Machado-Joseph Azorean Disease,Machado-Joseph Azorean,
MESH:D016643,"Encephalopathy, Bovine Spongiform",Mad Cow Disease,Mad Cow,
MESH:D020262,"Mercury Poisoning, Nervous System",Mad Hatter Disease,Mad Hatter,
MESH:D020262,"Mercury Poisoning, Nervous System",Mad Hatters Disease,Mad Hatters,
MESH:D020262,"Mercury Poisoning, Nervous System",Mad Hatter's Disease,Mad Hatter's,
MESH:D008069,"Lipomatosis, Multiple Symmetrical",Madelung Disease,Madelung,
MESH:D008069,"Lipomatosis, Multiple Symmetrical",Madelungs Disease,Madelungs,
MESH:D008069,"Lipomatosis, Multiple Symmetrical",Madelung's Disease,Madelung's,
MESH:C535463,Mainzer-Saldino Disease,Mainzer-Saldino Disease,Mainzer-Saldino,
MESH:D005832,"Genital Diseases, Male",Male Genital Disease,Male Genital,remove
MESH:D052801,Male Urogenital Diseases,Male Genitourinary Disease,Male Genitourinary,remove
MESH:D052801,Male Urogenital Diseases,Male Urogenital Disease,Male Urogenital,remove
MESH:D010144,"Paget's Disease, Mammary",Mammary Paget Disease,Mammary Paget,
MESH:D010144,"Paget's Disease, Mammary",Mammary Pagets Disease,Mammary Pagets,
MESH:D010144,"Paget's Disease, Mammary",Mammary Paget's Disease,Mammary Paget's,
MESH:D008336,Mandibular Diseases,Mandibular Disease,Mandibular,remove
MESH:D044904,Mannosidase Deficiency Diseases,Mannosidase Deficiency Disease,Mannosidase Deficiency,
MESH:D008375,Maple Syrup Urine Disease,Maple Syrup Urine Disease,Maple Syrup Urine,remove
MESH:D010022,Osteopetrosis,Marble Bone Disease,Marble Bone,remove
MESH:C536058,Osteopetrosis with renal tubular acidosis,Marble brain disease,Marble brain,remove
MESH:D008379,Marburg Virus Disease,Marburg Disease,Marburg,
MESH:D008379,Marburg Virus Disease,Marburg Virus Disease,Marburg Virus,
MESH:D054319,Marchiafava-Bignami Disease,Marchiafava Bignami Disease,Marchiafava Bignami,
MESH:D054319,Marchiafava-Bignami Disease,Marchiafava-Bignami Disease,Marchiafava-Bignami,
MESH:D008380,Marek Disease,Marek Disease,Marek,
MESH:D008380,Marek Disease,Mareks Disease,Mareks,
MESH:D008380,Marek Disease,Marek's Disease,Marek's,
MESH:D010005,"Osteoarthropathy, Secondary Hypertrophic",Marie Bamberger Disease,Marie Bamberger,
MESH:D013167,"Spondylitis, Ankylosing",Marie Struempell Disease,Marie Struempell,
MESH:D010005,"Osteoarthropathy, Secondary Hypertrophic",Marie-Bamberger Disease,Marie-Bamberger,
MESH:D013167,"Spondylitis, Ankylosing",Marie-Struempell Disease,Marie-Struempell,
MESH:D008415,Mastocytosis,Mast Cell Disease,Mast Cell,remove
MESH:D008415,Mastocytosis,Mast Cell Activation Disease,Mast Cell Activation,remove
MESH:D008415,Mastocytosis,Mast-Cell Disease,Mast-Cell,remove
MESH:D017042,"Phenylketonuria, Maternal",Maternal Phenylalanine Hydroxylase Deficiency Disease,Maternal Phenylalanine Hydroxylase Deficiency,
MESH:D008439,Maxillary Diseases,Maxillary Disease,Maxillary,remove
MESH:D006012,Glycogen Storage Disease Type V,McArdle Disease,McArdle,
MESH:D006012,Glycogen Storage Disease Type V,McArdle Type Glycogen Storage Disease,McArdle Type Glycogen Storage,
MESH:D006012,Glycogen Storage Disease Type V,McArdles Disease,McArdles,
MESH:D006012,Glycogen Storage Disease Type V,McArdle's Disease,McArdle's,
MESH:C536335,"Polyostotic osteolytic dysplasia, hereditary expansile",McCabe disease,McCabe,
MESH:D020429,Tibial Neuropathy,Medial Plantar Nerve Disease,Medial Plantar Nerve,remove
MESH:D020423,Median Neuropathy,Median Nerve Disease,Median Nerve,remove
MESH:D008477,Mediastinal Diseases,Mediastinal Disease,Mediastinal,remove
MESH:C562467,"Lymphedema, Hereditary, II",Meige Disease,Meige,
MESH:C565963,Alpha-2-Deficient Collagen Disease,Meigel Disease,Meigel,
MESH:D007645,"Keratoderma, Palmoplantar",Meleda Disease,Meleda,
MESH:D005758,"Gastritis, Hypertrophic",Menetrier Disease,Menetrier,
MESH:D005758,"Gastritis, Hypertrophic",Menetriers Disease,Menetriers,
MESH:D005758,"Gastritis, Hypertrophic",Menetrier's Disease,Menetrier's,
MESH:D008575,Meniere Disease,Meniere Disease,Meniere,
MESH:D008575,Meniere Disease,Ménière Disease,Ménière,
MESH:D008575,Meniere Disease,Menieres Disease,Menieres,
MESH:D008575,Meniere Disease,Meniere's Disease,Meniere's,
MESH:D008575,Meniere Disease,Ménières Disease,Ménières,
MESH:D008575,Meniere Disease,Ménière's Disease,Ménière's,
MESH:D008589,Meningococcal Infections,Meningococcal Disease,Meningococcal,remove
MESH:D007706,Menkes Kinky Hair Syndrome,Menkes Disease,Menkes,
MESH:D007706,Menkes Kinky Hair Syndrome,Menkes' Disease,Menkes',
MESH:D015436,"Panniculitis, Peritoneal",Mesenteric Weber Christian Disease,Mesenteric Weber Christian,
MESH:D015436,"Panniculitis, Peritoneal",Mesenteric Weber-Christian Disease,Mesenteric Weber-Christian,
MESH:D008659,Metabolic Diseases,Metabolic Disease,Metabolic,remove
MESH:D001851,"Bone Diseases, Metabolic",Metabolic Bone Disease,Metabolic Bone,remove
MESH:D001928,"Brain Diseases, Metabolic",Metabolic Brain Disease,Metabolic Brain,remove
MESH:D012875,"Skin Diseases, Metabolic",Metabolic Skin Disease,Metabolic Skin,remove
MESH:D004604,Elephantiasis,Microcrystal Disease,Microcrystal,remove
MESH:D000012,Abetalipoproteinemia,Microsomal Triglyceride Transfer Protein Deficiency Disease,Microsomal Triglyceride Transfer Protein Deficiency,
MESH:C537470,Microvillus inclusion disease,Microvillus inclusion disease,Microvillus inclusion,remove
MESH:D008882,Mikulicz' Disease,Mikulicz Disease,Mikulicz,
MESH:D008882,Mikulicz' Disease,Mikulicz' Disease,Mikulicz',
MESH:D008882,Mikulicz' Disease,Mikuliczs Disease,Mikuliczs,
MESH:D008882,Mikulicz' Disease,Mikulicz's Disease,Mikulicz's,
MESH:D008209,Lymphedema,Milroy Disease,Milroy,
MESH:D008209,Lymphedema,Milroys Disease,Milroys,
MESH:D008209,Lymphedema,Milroy's Disease,Milroy's,
MESH:D020262,"Mercury Poisoning, Nervous System",Minamata Disease,Minamata,
MESH:C564969,Minicore Myopathy with External Ophthalmoplegia,Minicore Disease,Minicore,remove
MESH:D009402,"Nephrosis, Lipoid",Minimal Change Disease,Minimal Change,remove
MESH:D018365,"Neoplasm, Residual",Minimal Residual Disease,Minimal Residual,remove
MESH:C536356,"Anemia, hereditary spherocytic hemolytic",Minkowski-Chauffard disease,Minkowski-Chauffard,
MESH:D028361,Mitochondrial Diseases,Mitochondrial Disease,Mitochondrial,remove
MESH:C536350,Visceral myopathy familial external ophthalmoplegia,Mitochondrial Neurogastrointestinal Encephalopathy Disease,Mitochondrial Neurogastrointestinal Encephalopathy,
MESH:C537477,Mitochondrial neurogastrointestinal encephalopathy syndrome,Mitochondrial Neurogastrointestinal Encephalopathy Disease,Mitochondrial Neurogastrointestinal Encephalopathy,
MESH:D008947,Mixed Connective Tissue Disease,Mixed Connective Tissue Disease,Mixed Connective Tissue,remove
MESH:C536350,Visceral myopathy familial external ophthalmoplegia,MNGIE Disease,MNGIE,
MESH:C537477,Mitochondrial neurogastrointestinal encephalopathy syndrome,MNGIE Disease,MNGIE,
MESH:D008992,Monkey Diseases,Monkey Disease,Monkey,remove
MESH:D055535,Morgellons Disease,Morgellons Disease,Morgellons,
MESH:D009085,Mucopolysaccharidosis IV,Morquio Disease,Morquio,
MESH:D009085,Mucopolysaccharidosis IV,Morquio A Disease,Morquio A,
MESH:D009085,Mucopolysaccharidosis IV,Morquio B Disease,Morquio B,
MESH:D009085,Mucopolysaccharidosis IV,Morquio-B Disease,Morquio-B,
MESH:D009085,Mucopolysaccharidosis IV,Morquios Disease,Morquios,
MESH:D009085,Mucopolysaccharidosis IV,Morquio's Disease,Morquio's,
MESH:D000070607,Morton Neuroma,Morton Disease,Morton,
MESH:D000070607,Morton Neuroma,Mortons Disease,Mortons,
MESH:D000070607,Morton Neuroma,Morton's Disease,Morton's,
MESH:D013595,Syringomyelia,Morvan Disease,Morvan,
MESH:D013595,Syringomyelia,Morvans Disease,Morvans,
MESH:D013595,Syringomyelia,Morvan's Disease,Morvan's,
MESH:D011697,"Purpura, Thrombotic Thrombocytopenic",Moschcowitz Disease,Moschcowitz,
MESH:D011697,"Purpura, Thrombotic Thrombocytopenic",Moschkowitz Disease,Moschkowitz,
MESH:D000079426,Vector Borne Diseases,Mosquito Borne Disease,Mosquito Borne,remove
MESH:D000079426,Vector Borne Diseases,Mosquito-Borne Disease,Mosquito-Borne,remove
MESH:D016472,Motor Neuron Disease,Motor Neuron Disease,Motor Neuron,remove
MESH:D016472,Motor Neuron Disease,Motor System Disease,Motor System,remove
MESH:D009059,Mouth Diseases,Mouth Disease,Mouth,remove
MESH:D009072,Moyamoya Disease,Moya Moya Disease,Moya Moya,
MESH:D009072,Moyamoya Disease,Moyamoya Disease,Moyamoya,
MESH:D009072,Moyamoya Disease,Moya-Moya Disease,Moya-Moya,
MESH:D006362,Heavy Chain Disease,mu Chain Disease,mu Chain,remove
MESH:D017514,Pityriasis Lichenoides,Mucha Habermann Disease,Mucha Habermann,
MESH:D017514,Pityriasis Lichenoides,Mucha-Habermann Disease,Mucha-Habermann,
MESH:D006362,Heavy Chain Disease,mu-Chain Disease,mu-Chain,remove
MESH:C537372,Multi-centric Castleman's Disease,Multicentric Castleman's disease,Multicentric Castleman's,
MESH:C537372,Multi-centric Castleman's Disease,Multi-centric Castleman's Disease,Multi-centric Castleman's,
MESH:C537372,Multi-centric Castleman's Disease,Multicentric plasma cell variant of Castleman's disease,Multicentric plasma cell variant of Castleman's,
